station_id,lon,lat
BC02,92.36833333333334,31.07333333333333
BC04,92.25,31.12833333333333
BC05,92.19666666666669,31.171666666666667
CD01,92.45833333333331,31.71333333333333
CD07,92.13333333333334,31.495
F3,91.80166666666666,31.716666666666665
F4,91.77333333333333,31.69833333333333
F5,91.78666666666666,31.69333333333333
MS3488,91.705,31.843333333333334
MS3501,91.78333333333332,31.75333333333333
MS3513,91.84166666666668,31.67833333333333
MS3518,91.795,31.661666666666665
MS3527,91.74,31.615
MS3620,91.725,31.13
MSNQRW,92.01666666666668,31.46333333333333
P1,91.73,31.781666666666663
P10,91.845,31.808333333333334
