top_k,window_hours,t_len,overall_mae_mean,overall_rmse_mean,overall_r2_mean,overall_mae_std,overall_rmse_std,overall_r2_std
12,4,8,0.06066066666666667,0.08168466666666667,0.6094036666666667,0.0012320211939013965,0.000686460163123514,0.006581228726883411
16,4,8,0.06017666666666666,0.08242666666666666,0.6046196666666667,0.0006484043662886787,0.0012265567885571223,0.011770617552004476
