station_id,target_station_index,original_node_index,sample_count,MAE,RMSE
PL13,1,12,6646,3.1445787402114846,3.5233295366459156
PL11,3,10,6660,2.9941515595347314,4.387750298222276
PL12,5,11,6648,1.5371570376282564,2.0773263262801116
PL19,6,18,6697,1.4849971589960944,1.757774979257697
PL10,0,9,4229,1.4837307844299548,2.056175362434246
PL15,4,14,6695,1.4337918364885942,1.7244396967906104
PL05,2,4,5484,1.24991862309579,1.8312777505811544
