feature_index,feature_name,sample_count,MAE,RMSE,R2
-1,5cm,225159,0.04582369710393408,0.06055962011000305,0.7205866882105342
-1,10cm,177195,0.04535933085785194,0.056107818623899575,0.4580781206501058
-1,20cm,203799,0.042608016248910696,0.05470031862680955,0.3248734536281561
-1,40cm,154460,0.05473868579992155,0.0647858717992077,-0.043042949294153754
