station_id,target_station_index,original_node_index,sample_count,MAE,RMSE
PL18,1,2,24,0.16465199925005436,0.16467042929776515
PL19,3,3,24,0.10411031730473042,0.10413515769882051
PL06,7,1,24,0.10086032561957836,0.10088490833199144
PL16,4,4,24,0.09294365781048934,0.09296811819811368
PL14,6,6,24,0.05938967131078243,0.059431165033410636
PL01,5,8,24,0.041889673098921776,0.04194542178152513
PL02,2,0,24,0.025735322386026382,0.02581596423814202
PL09,0,5,24,0.009360323349634806,0.0095966544514718
