station_id,target_station_index,original_node_index,sample_count,MAE,RMSE,R2
BC02,2,0,10543,0.12943137071324992,0.13615450838956683,-0.3736357373866972
MS3494,3,17,18558,0.052485434105393955,0.06129244667563851,0.8268826874340822
P10,5,32,18558,0.04733148515617903,0.05305264205054588,0.8444523362463059
MS3576,4,24,14807,0.04527420387604915,0.052216905224271644,0.018632574312170247
BC05,0,3,18459,0.043695685235400315,0.05540357648164869,0.422986442578582
CD07,1,11,18501,0.038330724892661504,0.040896708697006456,0.871701574700706
P2,6,34,13389,0.02875785065572927,0.03213367650932257,0.8644495914059867
